validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
True,"St. Damien of Molokai, Monongahela",Church,"400 Park Ave, Monongahela, PA 15063",,"Wednesday Feb 14 from 11:30 AM to 2:00 PM, Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 11:30 AM to 2:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 11:30 AM to 2:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 11:30 AM to 2:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 11:30 AM to 2:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 11:30 AM to 2:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 11:30 AM to 2:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","Ash Wednesday and Fridays of Lent, except Good Friday, 11:30 a.m.-2 p.m. lunch, 4-7 p.m. dinner//Parish park (behind Dierken's Pharmacy at 100 E. Main St.) in Monongahela.",,"Menu includes fish dinners and sandwiches, shrimp, crab cakes, pizza, fresh-cut french fries, macaroni and cheese, cole slaw, haluski, provolone sticks and more.",,724-310-2027,stdamienparish@verizon.net,False,True,,True,True,True,,40.198765,-79.9243
True,Harris Grill Downtown,Restaurant,"245 Fourth Av, Pittsburgh, Pennsylvania 15222, United States",www.harrisgrill.com,,"Begins Ash Wednesday February 14.  Offered every day through Good Friday./11:30 AM - 10 PM//Monongahela Mullet Fish Sandwich Served with Fries or Coleslaw  $10.88; we also serve pierogies (which aren't made in house, but are the same that are available at S & D Polish Deli).",,,,(412) 288-5273,,True,True,True,True,,True,,40.439656,-80.001567
False,Pirollos Deli,Resturant,"307 Hulton Rd, Verona, Pa. 15147",,,,,,,xxx-xxx-xxxx,,,,,,,False,150.0,40.489741,-79.819455
True,Partner Parish of St John the Baptist & St Joseph,Church,"504 South Broadway Street, Scottdale, Pennsylvania 15683, United States",https://www.facebook.com/groups/stjosepheverson/about/,"Wednesday Feb 14 from 11:00 AM to 6:00 PM, Friday Feb 16 from 11:00 AM to 6:00 PM, Friday Feb 23 from 11:00 AM to 6:00 PM, Friday Mar 2 from 11:00 AM to 6:00 PM, Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Mar 16 from 11:00 AM to 6:00 PM, Friday Mar 23 from 11:00 AM to 6:00 PM","Ash Wednesday, Fridays in Lent Except Good Friday Times: 11am - 6pm/",,,St. John's social hall,(724) 887-7013,,,True,,True,,True,,40.099392,-79.58761
False,"St. Norbert, Overbrook",Church,"2413 St. Norberts St. Pittsburgh, PA",,"Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM, Friday Mar 23 from 11:00 AM to 2:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 30 from 11:00 AM to 2:00 PM, Friday Mar 2 from 11:00 AM to 2:00 PM, Friday Mar 9 from 11:00 AM to 2:00 PM, Friday Mar 16 from 11:00 AM to 2:00 PM",,http://holyapostlesparish.org/wp-content/uploads/2017/03/FishFryMenus17L.pdf,,,412-881-8201,,,True,True,True,,False,42.0,40.382435,-79.994229
True,"Holy Spirit, Millvale - GOOD FRIDAY ONLY",Church,"106 North Avenue, Pittsburgh, Pennsylvania 15209, United States",www.holyspiritmillvale.org,Friday Mar 30 from 11:00 AM to 6:30 PM,,,"Adult dinner menu includes Icelandic cod, macaroni and cheese, stewed tomatoes, cole slaw, roll, dessert and drink. Shrimp, children's dinner and fish sandwiches available. Cost is $11 for adults, $8 for child, $7 for sandwich, $1 for each side. ",parish lyceum,412-874-5470,,,True,,True,True,True,,40.480418,-79.975448
True,"NO FISH FRY IN 2018 St. Stephen, Hazelwood ",Church,"134 East Elizabeth St. Pittsburgh, PA",https://drive.google.com/file/d/1z6hxBu1uiB-vyp2Uzd7zUo7FBrmXPEfx/view,,,,"Baked and fried fish dinners include french fries and cole slaw. A la carte menu features fried or baked fish sandwiches, grilled cheese, french fries, macaroni and cheese, haluski and cole slaw. Also featuring bake sale.",,,,,False,False,False,True,False,,40.407194,-79.942663
True,St Louise de Marillac,Church,"320 McMurray Road, Upper St Clair",www.stlouisedemarillac.org,"Friday Feb 16 from 4:30 PM to 7:30 PM, Friday Feb 23 from 4:30 PM to 7:30 PM, Friday Mar 2 from 4:30 PM to 7:30 PM, Friday Mar 9 from 4:30 PM to 7:30 PM, Friday Mar 16 from 4:30 PM to 7:30 PM, Friday Mar 23 from 4:30 PM to 7:30 PM","Fridays in Lent, except Good Friday, 4:30-7:30 p.m. Credit cards accepted. Online ordering available. ",,"Menu includes fried fish, baked fish, homemade lump crab cakes, fish tacos, shrimp, haluski, pizza and more. Also, pasta from local favorite Italian family restaurant Pasta Too. Featuring a variety of different soups, such as crab and shrimp bisque and tomato basil. Desserts provided by Bethel Bakery, Kona Ice and school families.",LeGras Parish Hall,412-833-1010,,,,,False,True,True,,40.315309,-80.071657
False,The Pub Chip Shop,Resturant,"1830 E Carson St Pittsburgh, Pennsylvania",http://www.thepubchipshop.com/,,,http://www.thepubchipshop.com/food/,,,412-381-2447,,True,True,True,True,True,False,143.0,40.428466,-79.979369
False,"St. Hilary, Washington",Church," 320 Henderson Ave, Washington, PA 15301",www.sthilaryparish.org,"Friday Mar 23 from 11:00 AM to 11:00 AM, Friday Mar 16 from 11:00 AM to 6:00 PM, Friday Mar 30 from 11:00 AM to 6:00 PM","Ash Wednesday and Fridays of Lent, including Good Friday, 11 a.m.-6 p.m. For takeout orders, call 724-222-1381.",,"Menu includes hand-breaded haddock, fried shrimp, french fries, cole slaw, dessert and beverages. Dine-in or takeout. For information, call 724-222-4087 or visit www.sthilaryparish.org.",,724-222-4087,,,,,,,False,222.0,40.188747,-80.266978
True,McGinnis Sisters,Market,"3825 Saw Mill Run Blvd, Pittsburgh, PA 15227",http://www.mcginnis-sisters.com/,"Friday Feb 16 from 9:00 AM to 7:00 PM, Friday Feb 23 from 9:00 AM to 7:00 PM, Friday Mar 2 from 9:00 AM to 7:00 PM, Friday Mar 9 from 9:00 AM to 7:00 PM, Friday Mar 16 from 9:00 AM to 7:00 PM, Friday Mar 23 from 9:00 AM to 7:00 PM, Friday Mar 30 from 9:00 AM to 7:00 PM",MON-SAT 9 AM - 7 PM/SUN 9 AM - 6 PM,,,,412-882-6400 ,,True,True,,True,True,True,,40.369712,-79.982177
False,Doublewide Grill (South Side),Resturant,"2339 East Carson Street, Pittsburgh, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,84.0,40.428513,-79.971327
True,Highland Hose Volunteer Fire Company,Fire Department,"401 East 8th Avenue, Tarentum, PA",https://www.facebook.com/truck280/,"Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",When: Ash Wednesday and every Friday during Lent including Good Friday Times: 4-7 pm,,"Dinner (Fish sandwich or shrimp, cole slaw, and one side) $8
Fish Sandwich $6
Shrimp $6
Homemade Mac n Cheese $4
Homemade haluski $4
Fresh cut fries $4
Pierogi $4
",upstairs hall,(724) 224-0999,,,True,,,,True,,40.604556,-79.753166
True,Saxonburg Volunteer Fire Company (WEDNESDAYS OF LENT),Fire Department,"210 Horne Avenue, Saxonburg, Pennsylvania 16056, United States",https://www.facebook.com/SaxonburgVFC/,"Wednesday Feb 21 from 3:30 PM to 3:45 PM, Wednesday Feb 28 from 4:30 PM to 6:30 PM, Wednesday Mar 7 from 4:30 PM to 6:30 PM, Wednesday Mar 14 from 4:30 PM to 6:30 PM, Wednesday Mar 21 from 4:30 PM to 6:30 PM, Wednesday Mar 28 from 4:30 PM to 6:30 PM",Takeout available 4pm-6:30pm,,,,724.352.9948,,,True,,,,True,,40.747571,-79.809181
True,"St. Peter, Slippery Rock",Church,"670 South Main Street, Slippery Rock, Pennsylvania 16057, United States",,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM","Fridays of Lent, including Good Friday, 4-7 p.m.",,"Menu includes fried or baked cod, french fries, macaroni and cheese, pierogies, salad, beverage and dessert. Cost: $10 adult; $8 student; $6 child 12 and under; $15 all-you-can-eat dine-in (no takeout).",church hall,724-794-2880,,,True,,False,True,True,,41.056428,-80.050693
True,Swissvale Fire Department,Fire Department,"7400 Irvine Street, Pittsburgh, PA 15218",http://swissvalefire.org/,"Wednesday Feb 14 from 11:00 AM to 7:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM",,,,,4122718787,,False,True,False,True,True,True,,40.420674,-79.889398
True,Emil's Lounge,Restaurant,"414 Hawkins Avenue, Rankin, Pennsylvania 15104, United States",https://www.facebook.com/EmilsLoungePA/,"Wednesday Feb 14 from 10:00 AM to 7:00 PM, Friday Feb 16 from 10:00 AM to 8:00 PM, Friday Feb 23 from 10:00 AM to 8:00 PM, Friday Mar 2 from 10:00 AM to 8:00 PM, Friday Mar 9 from 10:00 AM to 8:00 PM, Friday Mar 16 from 10:00 AM to 8:00 PM, Friday Mar 23 from 10:00 AM to 8:00 PM, Friday Mar 30 from 10:00 AM to 8:00 PM",,https://www.facebook.com/EmilsLoungePA/photos/pcb.1704710062914856/1704709479581581/?type=3&theater,,,(412) 271-9911,,,True,True,True,,True,,40.413387,-79.880362
False,Heidelberg Volunteer Fire Department,Fire Department,"456 First Street, Heidelberg PA 15106",,"Friday Mar 30 from 11:00 AM to 7:00 PM, Wednesday Feb 14 from 11:00 AM to 7:00 PM",Ash Wednesday and Good Friday only,,"Main dishes include fish sandwiches, fish and shrimp dinners and crab cakes. Sides including mac n cheese, fries, soups, and more. Our world famous pierogis will also be available ,potato and cheese only for Ash Wednesday. Stop by early as they are sure to sell out. For Good Friday only, if youd like to pre-order pierogis - potato and cheese, sauerkraut or sweet cabbage , please call 412-722-6314.",Fire Department Social Hall. Ample parking and hall entrance is located behind the fire station.,412 722-6314,,,True,False,False,,False,250.0,40.391722,-80.092331
True,St. Mary (Herman),Church,"821 Herman Road, Butler, PA 16002",https://www.facebook.com/St.MarysHermanFishFries/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","Fridays of Lent, except Good Friday, 4-7 p.m. Takeout available at noon. ",," Menu features baked or pan-fried fish fillet, with scalloped potatoes or french fries, green beans, Spanish rice, cole slaw and bread. Adults and takeout meals are $10, and free for children 5 and under. Also, homemade desserts and beverage. ",,,,,True,,,,True,,40.830089,-79.81627
False,Coy's Pizza Shop,Restaurant,"2845 Old Rte 56, Homer City, PA",https://www.facebook.com/Official-Coys-Pizza-Six-Pack-Shop-601961369885756/,"Friday Mar 9 from 8:00 AM to 10:00 PM, Friday Mar 30 from 8:00 AM to 10:00 PM, Friday Feb 16 from 8:00 AM to 10:00 PM, Friday Mar 23 from 8:00 AM to 10:00 PM, Friday Mar 16 from 8:00 AM to 10:00 PM, Friday Feb 23 from 8:00 AM to 10:00 PM, Friday Mar 2 from 8:00 AM to 10:00 PM",,," LENTEN SPECIALS  -- Fish Dinners  All dinners are served with 1 side item, Cole Slaw, Hush Puppies Roll, & Butter  Seafood Platter...$10.99 Seafood Platter .Fish, clam strips & jumbo butterfly shrimp. Jumbo Shrimp Platter (8 jumbo shrimp) $9.99 Breaded Cod Dinner (5 oz. portion)...$8.99 Beer Battered Cod Dinner (9 oz. portion)  ....$10.99 Baked Cod Dinner (8 oz. portion)      $10.99 ***Limited supply of baked cod dinners available, so order early!!!!  Choose 1 side: Pierogies Haluski Macaroni & Cheese French Fries  ADDITIONAL GREAT SPECIALS INCLUDE  --$1.00 off all ANY SIZE Pierogie Pizzas & White Pizzas --Shrimp Basket and French Fries $4.99 --Fried Cod Sub $4.25 --Side of Hush Puppies $1.79 --Side of Cole Slaw $1.89 --Side of Haluski, Macaroni & Cheese or Pierogies $2.09",,xxx-xxx-xxxx,,,True,True,True,,False,136.0,40.564215,-79.195986
False,Spring House,Resturant,"1531 Route 136 Washington, PA 15301",,,,,,,xxx-xxx-xxxx,,,,,,,False,243.0,40.174551,-80.248628
True,Markle VFD,Fire Department,"470 Joyce St., Apollo, PA",https://www.facebook.com/markle.vfd/,"Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM",,,"Cost:
Adults: $12.00
Children 5-10 year old: $6.00
Children under 5 years of age eat FREE
Menu:
-Our Famous Fried or Baked Fish
-Chicken Tenders
-French Fries
-Green Bean Casserole
-Our Signature Mac-n-Cheese
-Haluski
-Cole Slaw
-Sandwich and Dinner Rolls
This year we have chosen to add Pierogies and Cake to the main buffet
",Social Hall,,,,,,False,,True,,40.571938,-79.645171
False,"Inferno Pizza, Pasta, and Wings",Restaurant,"13380 US-30 Hwy Irwin, Pennsylvania",https://www.facebook.com/infernopizzanorthhuntingdonpa/,"Friday Mar 23 from 11:00 AM to 11:00 PM, Friday Mar 16 from 11:00 AM to 11:00 PM, Friday Mar 30 from 11:00 AM to 11:00 PM",,https://www.facebook.com/infernopizzanorthhuntingdonpa/photos/a.973337789424791.1073741829.954992927925944/1262489097176324/?type=3&theater,,,xxx-xxx-xxxx,,,,,True,,False,318.0,40.342681,-79.760647
True,Hampton Township VFD #1,Fire Department,"2536 Duncan Avenue, Allison Park, Pennsylvania 15101, United States",https://www.facebook.com/Hampton-Township-VFD-1-190996607599327/,"Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM, Friday Mar 30 from 12:00 PM to 7:00 PM",,https://www.facebook.com/190996607599327/photos/pcb.1746780642020908/1746780602020912/?type=3&theater,,,(412) 487-1114,,,True,,False,,True,,40.559664,-79.963937
True,McClaren's Bar,Restaurant,"2000 Whitaker Way, Munhall, PA",https://www.facebook.com/McClarensBarPgh/,"Friday Feb 16 from 4:00 PM to 12:00 AM, Friday Feb 23 from 4:00 PM to 12:00 AM, Friday Mar 2 from 4:00 PM to 12:00 AM, Friday Mar 9 from 4:00 PM to 12:00 AM, Friday Mar 16 from 4:00 PM to 12:00 AM, Friday Mar 23 from 4:00 PM to 12:00 AM, Friday Mar 30 from 4:00 PM to 12:00 AM",,https://www.facebook.com/McClarensBarPgh/photos/a.901674729917897.1073741829.827595107325860/1269636793121687/?type=3&theater,,,412-478-5825,,False,True,True,False,,True,,40.403115,-79.890151
False,St. Brigid,Church,"383 Arch Street, Meadville, PA",http://www.stbrigidchurch.org/,"Friday Mar 23 from 4:30 PM to 6:30 PM, Friday Mar 2 from 4:30 PM to 6:30 PM, Friday Mar 16 from 4:30 PM to 6:30 PM, Friday Mar 9 from 4:30 PM to 6:30 PM",Lenten Fish Dinners will be held Fridays at St. Brigid social hall from 4:30-6:30 PM thru April 7.,,"Dinners of Baked or Fried Icelandic Haddock Fish, Scalloped Potatoes, Green Beans,Coleslaw/Applesauce, bread and beverage. Prices remain the same as last year:  Adults:  $9; Children $4.50 Macaroni & Cheese or Grilled Cheese & $1.50 Ice Cream Bar (dish/ cone). ",,xxx-xxx-xxxx,,,,,False,,False,57.0,41.636344,-80.148842
True,St. Paul's Episcopal,Church,"1066 Washington Road, Mt. Lebanon, PA",https://www.stpaulspgh.org/,,"When: Feb. 23, March 9 and March 23/Times: 5 p.m.",,"Fried Fish or Shrimp ($9.00) or Baked Salmon in wine ($11.00) dinners with choice of 2 sides: pierogies, tossed salad, coleslaw, macaroni and cheese, fiesta rice or french fries.
Homemade New England clam chowder - $3.00 cup/$5.00 bowl/$8.00 quart (to go)!
Delicious homemade desserts - $1.00
",church hall-second level,412-780-7606,,,True,,False,,True,,40.370768,-80.050178
True,St. Maria Goretti,Church,"321 Edmond St, Pittsburgh, PA 15224",,"Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","Ash Wednesday and Fridays of Lent, except Good Friday, 4-7 p.m.",,"Weekly dinner menu with featured side is $10 for adults, with fish available baked or fried: Ash Wednesday, Feb. 14, Feb. 23 and March 23, fish, shrimp, french fries, cole slaw; Feb. 16 and March 9, fish, shrimp, spaghetti with garlic and oil, broccoli; March 2, fish, shrimp, macaroni and cheese, vegetable; March 16, fish, shrimp, ditaline (pasta with peas). Dinners include coffee or hot tea. Pop and water available for $1. French fries available as alternative to various side dishes offered that week. Children's dinners are $7, and fish sandwich is $8.",social hall at Friendship Campus,412-682-2509,,,True,,False,,True,,40.461709,-79.949893
True,Blaine Hill VFD,Fire Department,"409 Oxford ave, Elizabeth, PA",https://www.facebook.com/BlaineHillVFC/,"Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM",,https://www.facebook.com/BlaineHillVFC/photos/a.346748162112077.1073741829.346723065447920/1244760105644207/?type=3&theater,,,xxx-xxx-xxxx,,,,,False,,True,,40.272983,-79.875079
True,"Our Lady of Victory Maronite Catholic Parish, Carnegie",Church,"1000 Lindsay Road, Carnegie, Pennsylvania 15106, United States",www.olovpittsburgh.org,"Friday Feb 16 from 12:00 PM to 7:00 PM, Friday Feb 23 from 12:00 PM to 7:00 PM, Friday Mar 2 from 12:00 PM to 7:00 PM, Friday Mar 9 from 12:00 PM to 7:00 PM, Friday Mar 16 from 12:00 PM to 7:00 PM, Friday Mar 23 from 12:00 PM to 7:00 PM","Fridays of Lent, except Good Friday, noon-7 p.m.",,"Menu: fried and baked fish; macaroni and cheese; french fries; variety of delicious Lebanese side dishes. Cost: dinner with three sides, $14; dinner with two sides, $11; dinner with all sides plus drink, $20; fish sandwich only, $6; extra side dishes, $3; children 10 and under, $5. Credit cards accepted.",,412-278-0841,,,True,,True,True,True,,40.385473,-80.075295
True,St. Sava,Church,"901 Hartman, Mckeesport, PA",,"Friday Feb 16 from 12:00 PM to 6:00 PM, Friday Feb 23 from 12:00 PM to 6:00 PM, Friday Mar 2 from 12:00 PM to 6:00 PM, Friday Mar 9 from 12:00 PM to 6:00 PM, Friday Mar 16 from 12:00 PM to 6:00 PM, Friday Mar 23 from 12:00 PM to 6:00 PM, Friday Mar 30 from 12:00 PM to 6:00 PM",,http://www.stsavapa.org/files/Bulletins/St-Sava-Fish-Fry--Menu-2017.pdf,,,412-664-0820,,,True,,True,,True,,40.350403,-79.83401
True,Wilkins Township VFC #3,Fire Department,"109 Powell St, East Pittsburgh, PA 15112",http://wilkinstwp303.com/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 12:00 PM to 7:00 PM",When: Every Friday throughout Lent/Times: 4 - 7 p.m.; noon to 7 p.m. on Good Friday,,"Fish Dinner $ 8.00
Fish sandwich, fries, coleslaw
Fish Sandwich $ 6.50
Baked Fish Dinner $ 8.00
(While supplies last)
Baked Fish, fries, coleslaw
Baked Fish Only $ 6.50
(While supplies last)
Shrimp Dinner $ 7.50
Shrimp, fries, coleslaw
Shrimp Only $ 6.00
Crab Cake Dinner $ 6.00
2 Crab Cakes, fries, coleslaw
Crab Cake Only $ 2.00 per cake
Fries Only $ 2.00
Cheddar Cheese Sauce $ 0.50
Extra Bun $ 1.00
Extra Coleslaw $ 0.75
Soup $ 3.00
Tomato Bisque or Clam Chowder
Shrimp Cocktail $ 4.00
5 Count Tail on cleaned and peeled
Macaroni & Cheese $ 2.50
8 oz.
Hush Puppies ( 5 ) $1.00
",social hall,,,,,,False,,True,,40.41792,-79.839093
True,Logans Ferry Heights VFD #235-Social Club,Fire Department,"1001 Summit Ave., New Kensington, PA 15068",http://www.lfhvfd.com,"Friday Feb 16 from 4:00 PM to 8:00 PM, Friday Feb 23 from 4:00 PM to 8:00 PM, Friday Mar 2 from 4:00 PM to 8:00 PM, Friday Mar 9 from 4:00 PM to 8:00 PM, Friday Mar 16 from 4:00 PM to 8:00 PM, Friday Mar 23 from 4:00 PM to 8:00 PM, Friday Mar 30 from 11:30 AM to 8:00 PM",,http://www.lfhvfd.com,,Social Hall #235 LFHVFD,(724) 337-0191,,,True,,,,True,,40.546165,-79.749766
True,"St. Colman, Turtle Creek",Church,"100 Tri-Boro Expressway, Turtle Creek, Pennsylvania 15145, United States",http://www.saintcolmanchurch.org/,"Wednesday Feb 14 from 3:00 PM to 7:00 PM, Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM",,," ""Hand-dipped"" fried or baked cod fish sandwich, $7. Variety of side items to mix and match for $4, including haluski, pierogies, macaroni and cheese, french fries, cole slaw, Boston clam chowder, crab cakes. Also featuring bake sale and soft-serve ice cream. ",In school cafeteria,xxx-xxx-xxxx,,,,False,False,,True,,40.406208,-79.827338
False,"SS Peter and Paul Byzantine, Social Hall",Church,"3415 Wallace St. Erie, PA",,Friday Mar 16 from 4:30 PM to 7:00 PM,"March 3, 17, 31   4:30-7",,"Baked fish and/or pierogi. Adult $10, child 6-12 $5, child under 6 free. Includes choice of baked cod, potato and cheese pierogi or combo. Nut roll bake sale!",,814-825-8140,,,True,,False,,False,268.0,42.108712,-80.057359
True,Allegheny Elks Lodge #339,Community Organization,"400 Cedar Avenue, Pittsburgh, PA",https://www.facebook.com/alleghenyelks/,"Friday Feb 16 from 5:30 PM to 8:30 PM, Friday Feb 23 from 5:30 PM to 8:30 PM, Friday Mar 2 from 5:30 PM to 8:30 PM, Friday Mar 9 from 5:30 PM to 8:30 PM, Friday Mar 16 from 5:30 PM to 8:30 PM, Friday Mar 23 from 5:30 PM to 8:30 PM, Friday Mar 30 from 5:30 PM to 8:30 PM",,,,,412-321-1834,,,True,True,False,False,True,,40.451826,-80.000775
True,Lorenz Cafe,Restaurant,"718 Lorenz Avenue, Pittsburgh, Pennsylvania 15220, United States",http://thelorenzcafe.wixsite.com/home,,9am-2am,,,,(412) 921-5959,,,,True,True,,True,,40.444829,-80.039762
True,California Volunteer Fire Department,Fire Department,"1000 Wood Street, California PA 15419",https://www.facebook.com/calvfd23/,"Wednesday Feb 14 from 11:00 AM to 7:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM","Ash Wednesday and Fridays during Lent, 11AM-7PM",https://www.facebook.com/calvfd23/photos/a.718790561472923.1073741828.205736189445032/1788386751179960/?type=3&theater,"Several types of traditional fried fish sandwiches, ever popular baked fish dinners after 3pm, and plenty of side dishes.",,(724) 938-9283,,,,False,True,,True,,40.067488,-79.889763
True,"St. Camilus, Neshannock Township - ASH WEDNESDAY ONLY",Church,"314 West Englewood Avenue, New Castle, Pennsylvania 16105, United States",,Wednesday Feb 14 from 11:00 AM to 6:00 PM,"Ash Wednesday, Feb. 14, 11 a.m.-6 p.m. Phone orders taken from 10 a.m.-3 p.m. on day of sale./",,"Menu features deep-fried, baked or oven-fried fish, plus macaroni and cheese, french fries, cole slaw, pierogies, dessert and beverages. Fish sandwich is $7, and includes french fries or macaroni and cheese. One quart of pasta fagioli is available for $6 (takeout only). Cost: $12 adult dinner; $6 child meal; $7 sandwich. ",McGurk Hall,724-652-9471,,,True,,True,True,True,,41.027391,-80.355885
False,St. Bartholomew,Church,"111 Erhardt Dr, Penn Hills, PA 15235",www.stbartsparish.com/,"Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM",,,"Variety of choices available, including baked, breaded or battered fish, jumbo shrimp, crab cakes, pierogies, haluski, macaroni and cheese, personal cheese pizza, french fries and breadsticks.",The Fish Fry is in the school cafeteria.,412-242-2511,,False,,False,False,,False,217.0,40.46448,-79.84085
True,Holy Family (Creighton) - lunch only,Church,"787 Freeport Rd., Creighton, PA 15030",www.holyfamilyparishpa.com,"Friday Feb 23 from 11:00 AM to 2:00 PM, Friday Mar 2 from 11:00 AM to 2:00 PM, Friday Mar 9 from 11:00 AM to 2:00 PM, Friday Mar 16 from 11:00 AM to 2:00 PM, Friday Mar 23 from 11:00 AM to 2:00 PM, Friday Feb 16 from 11:00 AM to 2:00 PM",,https://docs.wixstatic.com/ugd/a1004c_829a6db449c24adf91f8be48766cba94.docx?dn=2018%20Fish%20Flyer.docx,"Cost is $10 for adults, $5 for child, $7 for sandwiches. Lite lunch available for $8, and includes 1/2 piece of fish with two sides. Menu features homemade pierogies.",social hall,724-224-8342,,True,True,,True,True,True,,40.58093,-79.779311
